Price,Open,Adjusted Close,High,Low,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2020-01-02 00:00:00+00:00,74.05999755859375,72.87610626220703,75.1500015258789,73.79750061035156,135480400
2020-01-03 00:00:00+00:00,74.2874984741211,72.1676025390625,75.1449966430664,74.125,146322800
2020-01-06 00:00:00+00:00,73.44750213623047,72.74266815185547,74.98999786376953,73.1875,118387200
2020-01-07 00:00:00+00:00,74.95999908447266,72.40054321289062,75.2249984741211,74.37000274658203,108872000
2020-01-08 00:00:00+00:00,74.29000091552734,73.56520080566406,76.11000061035156,74.29000091552734,132079200
2020-01-09 00:00:00+00:00,76.80999755859375,75.12777709960938,77.60749816894531,76.55000305175781,170108400
2020-01-10 00:00:00+00:00,77.6500015258789,75.29761505126953,78.1675033569336,77.0625,140644800
2020-01-13 00:00:00+00:00,77.91000366210938,76.90630340576172,79.26750183105469,77.7874984741211,121532000
2020-01-14 00:00:00+00:00,79.17500305175781,75.86782836914062,79.39250183105469,78.0425033569336,161954400
2020-01-15 00:00:00+00:00,77.9625015258789,75.54269409179688,78.875,77.38749694824219,121923600
2020-01-16 00:00:00+00:00,78.39749908447266,76.48898315429688,78.92500305175781,78.02249908447266,108829200
2020-01-17 00:00:00+00:00,79.06749725341797,77.33578491210938,79.68499755859375,78.75,137816400
2020-01-21 00:00:00+00:00,79.29750061035156,76.81168365478516,79.75499725341797,79.0,110843200
2020-01-22 00:00:00+00:00,79.6449966430664,77.08587646484375,79.99749755859375,79.32749938964844,101832400
2020-01-23 00:00:00+00:00,79.4800033569336,77.45709991455078,79.88999938964844,78.9124984741211,104472000
2020-01-24 00:00:00+00:00,80.0625,77.23385620117188,80.8324966430664,79.37999725341797,146537600
2020-01-27 00:00:00+00:00,77.51499938964844,74.96277618408203,77.94249725341797,76.22000122070312,161940000
2020-01-28 00:00:00+00:00,78.1500015258789,77.08341979980469,79.5999984741211,78.04750061035156,162234000
2020-01-29 00:00:00+00:00,81.11250305175781,78.69697570800781,81.9625015258789,80.34500122070312,216229200
2020-01-30 00:00:00+00:00,80.13500213623047,78.58295440673828,81.02249908447266,79.6875,126743200
2020-01-31 00:00:00+00:00,80.23249816894531,75.09867095947266,80.66999816894531,77.07250213623047,199588400
2020-02-03 00:00:00+00:00,76.07499694824219,74.89241790771484,78.37249755859375,75.55500030517578,173788400
2020-02-04 00:00:00+00:00,78.82749938964844,77.36489868164062,79.91000366210938,78.40750122070312,136616400
2020-02-05 00:00:00+00:00,80.87999725341797,77.99575805664062,81.19000244140625,79.73750305175781,118826800
2020-02-06 00:00:00+00:00,80.64250183105469,78.90807342529297,81.30500030517578,80.06500244140625,105425600
2020-02-07 00:00:00+00:00,80.59249877929688,77.83549499511719,80.8499984741211,79.5,117684000
2020-02-10 00:00:00+00:00,78.54499816894531,78.20518493652344,80.38749694824219,78.4625015258789,109348800
2020-02-11 00:00:00+00:00,80.9000015258789,77.73335266113281,80.9749984741211,79.67749786376953,94323200
2020-02-12 00:00:00+00:00,80.36750030517578,79.57933044433594,81.80500030517578,80.36750030517578,113730400
2020-02-13 00:00:00+00:00,81.04750061035156,79.01264953613281,81.55500030517578,80.8375015258789,94747600
2020-02-14 00:00:00+00:00,81.18499755859375,79.0321044921875,81.49500274658203,80.7125015258789,80113600
2020-02-18 00:00:00+00:00,78.83999633789062,77.58499908447266,79.9375,78.65249633789062,152531200
2020-02-19 00:00:00+00:00,80.0,78.70863342285156,81.14250183105469,80.0,93984000
2020-02-20 00:00:00+00:00,80.65750122070312,77.90115356445312,81.1624984741211,79.55249786376953,100566000
2020-02-21 00:00:00+00:00,79.65499877929688,76.13784790039062,80.11250305175781,77.625,129554000
2020-02-24 00:00:00+00:00,74.31500244140625,72.52127838134766,76.04499816894531,72.30750274658203,222195200
2020-02-25 00:00:00+00:00,75.23750305175781,70.06482696533203,75.63249969482422,71.53250122070312,230673600
2020-02-26 00:00:00+00:00,71.63249969482422,71.17633819580078,74.47000122070312,71.625,198054800
2020-02-27 00:00:00+00:00,70.2750015258789,66.52366638183594,71.5,68.23999786376953,320605600
2020-02-28 00:00:00+00:00,64.31500244140625,66.48472595214844,69.60250091552734,64.09249877929688,426510000
2020-03-02 00:00:00+00:00,70.56999969482422,72.67452239990234,75.36000061035156,69.43000030517578,341397200
2020-03-03 00:00:00+00:00,75.9175033569336,70.36642456054688,76.0,71.44999694824219,319475600
2020-03-04 00:00:00+00:00,74.11000061035156,73.63034057617188,75.8499984741211,73.28250122070312,219178400
2020-03-05 00:00:00+00:00,73.87999725341797,71.24198150634766,74.88749694824219,72.85250091552734,187572800
2020-03-06 00:00:00+00:00,70.5,70.29589080810547,72.70500183105469,70.30750274658203,226176800
2020-03-09 00:00:00+00:00,65.9375,64.73603057861328,69.52249908447266,65.75,286744800
2020-03-10 00:00:00+00:00,69.28500366210938,69.39842987060547,71.61000061035156,67.34249877929688,285290000
2020-03-11 00:00:00+00:00,69.34750366210938,66.98818969726562,70.30500030517578,67.96499633789062,255598800
2020-03-12 00:00:00+00:00,63.98500061035156,60.372798919677734,67.5,62.0,418474000
2020-03-13 00:00:00+00:00,66.22250366210938,67.60595703125,69.9800033569336,63.23749923706055,370732000
2020-03-16 00:00:00+00:00,60.48749923706055,58.90864562988281,64.7699966430664,60.0,322423600
2020-03-17 00:00:00+00:00,61.877498626708984,61.498870849609375,64.40249633789062,59.599998474121094,324056000
2020-03-18 00:00:00+00:00,59.942501068115234,59.993385314941406,62.5,59.279998779296875,300233600
2020-03-19 00:00:00+00:00,61.84749984741211,59.53371047973633,63.209999084472656,60.65250015258789,271857200
2020-03-20 00:00:00+00:00,61.79499816894531,55.754180908203125,62.95750045776367,57.0,401693200
2020-03-23 00:00:00+00:00,57.02000045776367,54.569732666015625,57.125,53.15250015258789,336752800
2020-03-24 00:00:00+00:00,59.09000015258789,60.04446029663086,61.92250061035156,58.57500076293945,287531200
2020-03-25 00:00:00+00:00,62.6875,59.71368408203125,64.5625,61.07500076293945,303602000
2020-03-26 00:00:00+00:00,61.630001068115234,62.855995178222656,64.66999816894531,61.59000015258789,252087200
2020-03-27 00:00:00+00:00,63.1875,60.253631591796875,63.967498779296875,61.76250076293945,204216800
2020-03-30 00:00:00+00:00,62.685001373291016,61.973140716552734,63.880001068115234,62.349998474121094,167976400
2020-03-31 00:00:00+00:00,63.900001525878906,61.8466682434082,65.62249755859375,63.0,197002000
2020-04-01 00:00:00+00:00,61.625,58.59248733520508,62.18000030517578,59.782501220703125,176218400
2020-04-02 00:00:00+00:00,60.084999084472656,59.57018280029297,61.287498474121094,59.224998474121094,165934000
2020-04-03 00:00:00+00:00,60.70000076293945,58.71408462524414,61.42499923706055,59.74250030517578,129880000
2020-04-06 00:00:00+00:00,62.724998474121094,63.83616256713867,65.77749633789062,62.345001220703125,201820400
2020-04-07 00:00:00+00:00,67.69999694824219,63.096778869628906,67.92500305175781,64.75,202887200
2020-04-08 00:00:00+00:00,65.68499755859375,64.71170806884766,66.84249877929688,65.30750274658203,168895200
2020-04-09 00:00:00+00:00,67.17500305175781,65.17869567871094,67.51750183105469,66.17500305175781,161834800
2020-04-13 00:00:00+00:00,67.07749938964844,66.45800018310547,68.42500305175781,66.4574966430664,131022800
2020-04-14 00:00:00+00:00,70.0,69.81431579589844,72.0625,69.51249694824219,194994800
2020-04-15 00:00:00+00:00,70.5999984741211,69.17711639404297,71.5824966430664,70.15750122070312,131154400
2020-04-16 00:00:00+00:00,71.84500122070312,69.72677612304688,72.05000305175781,70.5875015258789,157125200
2020-04-17 00:00:00+00:00,71.17250061035156,68.78069305419922,71.73750305175781,69.21499633789062,215250000
2020-04-20 00:00:00+00:00,69.48750305175781,67.35301208496094,70.41999816894531,69.2125015258789,130015200
2020-04-21 00:00:00+00:00,69.06999969482422,65.2710952758789,69.3125,66.35749816894531,180991600
2020-04-22 00:00:00+00:00,68.40249633789062,67.15113067626953,69.4749984741211,68.05000305175781,116862400
2020-04-23 00:00:00+00:00,68.96749877929688,66.89089965820312,70.4375,68.71749877929688,124814400
2020-04-24 00:00:00+00:00,69.30000305175781,68.82202911376953,70.75250244140625,69.25,126161200
2020-04-27 00:00:00+00:00,70.44999694824219,68.87066650390625,71.13500213623047,69.98750305175781,117087600
2020-04-28 00:00:00+00:00,71.2699966430664,67.75430297851562,71.4574966430664,69.55000305175781,112004800
2020-04-29 00:00:00+00:00,71.18250274658203,69.9797134399414,72.4175033569336,70.97250366210938,137280800
2020-04-30 00:00:00+00:00,72.48999786376953,71.45601654052734,73.63249969482422,72.0875015258789,183064000
2020-05-01 00:00:00+00:00,71.5625,70.30562591552734,74.75,71.4625015258789,240616800
2020-05-04 00:00:00+00:00,72.2925033569336,71.30036926269531,73.42250061035156,71.58000183105469,133568000
2020-05-05 00:00:00+00:00,73.76499938964844,72.3705062866211,75.25,73.61499786376953,147751200
2020-05-06 00:00:00+00:00,75.11499786376953,73.11717224121094,75.80999755859375,74.71749877929688,142333600
2020-05-07 00:00:00+00:00,75.80500030517578,73.8735580444336,76.2925033569336,75.49250030517578,115215200
2020-05-08 00:00:00+00:00,76.41000366210938,75.63186645507812,77.5875015258789,76.07250213623047,133838400
2020-05-11 00:00:00+00:00,77.0250015258789,76.82194519042969,79.26249694824219,76.80999755859375,145946400
2020-05-12 00:00:00+00:00,79.4574966430664,75.94403076171875,79.92250061035156,77.72750091552734,162301200
2020-05-13 00:00:00+00:00,78.0374984741211,75.02705383300781,78.98750305175781,75.80249786376953,200622400
