Price,Open,Adjusted Close,High,Low,Volume
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT
Date,,,,,
2020-01-02 00:00:00+00:00,158.77999877929688,153.93820190429688,160.72999572753906,158.3300018310547,22622100
2020-01-03 00:00:00+00:00,158.32000732421875,152.0214080810547,159.9499969482422,158.05999755859375,21116200
2020-01-06 00:00:00+00:00,157.0800018310547,152.41433715820312,159.10000610351562,156.50999450683594,20813700
2020-01-07 00:00:00+00:00,159.32000732421875,151.02468872070312,159.6699981689453,157.32000732421875,21634100
2020-01-08 00:00:00+00:00,158.92999267578125,153.4302520751953,160.8000030517578,157.9499969482422,27746500
2020-01-09 00:00:00+00:00,161.83999633789062,155.34703063964844,162.22000122070312,161.02999877929688,21385000
2020-01-10 00:00:00+00:00,162.82000732421875,154.62826538085938,163.22000122070312,161.17999267578125,20725900
2020-01-13 00:00:00+00:00,161.75999450683594,156.48753356933594,163.30999755859375,161.25999450683594,21626500
2020-01-14 00:00:00+00:00,163.38999938964844,155.38543701171875,163.60000610351562,161.72000122070312,23477400
2020-01-15 00:00:00+00:00,162.6199951171875,156.39170837402344,163.94000244140625,162.57000732421875,21417900
2020-01-16 00:00:00+00:00,164.35000610351562,159.25729370117188,166.24000549316406,164.02999877929688,23865400
2020-01-17 00:00:00+00:00,167.4199981689453,160.1486358642578,167.47000122070312,165.42999267578125,34371700
2020-01-21 00:00:00+00:00,166.67999267578125,159.57357788085938,168.19000244140625,166.42999267578125,29517200
2020-01-22 00:00:00+00:00,167.39999389648438,158.80685424804688,167.49000549316406,165.67999267578125,24138800
2020-01-23 00:00:00+00:00,166.19000244140625,159.78445434570312,166.8000030517578,165.27000427246094,19680800
2020-01-24 00:00:00+00:00,167.50999450683594,158.17434692382812,167.52999877929688,164.4499969482422,24918100
2020-01-27 00:00:00+00:00,161.14999389648438,155.52915954589844,163.3800048828125,160.1999969482422,32078100
2020-01-28 00:00:00+00:00,163.77999877929688,158.57688903808594,165.75999450683594,163.07000732421875,24899900
2020-01-29 00:00:00+00:00,167.83999633789062,161.04953002929688,168.75,165.69000244140625,34754500
2020-01-30 00:00:00+00:00,174.0500030517578,165.59231567382812,174.0500030517578,170.7899932861328,51597500
2020-01-31 00:00:00+00:00,172.2100067138672,163.1483917236328,172.39999389648438,169.5800018310547,36142700
2020-02-03 00:00:00+00:00,170.42999267578125,167.1258087158203,174.5,170.39999389648438,30107000
2020-02-04 00:00:00+00:00,177.13999938964844,172.62698364257812,180.63999938964844,176.30999755859375,36433300
2020-02-05 00:00:00+00:00,184.02999877929688,172.41615295410156,184.1999969482422,178.41000366210938,39186300
2020-02-06 00:00:00+00:00,180.97000122070312,175.99098205566406,183.82000732421875,180.05999755859375,27751400
2020-02-07 00:00:00+00:00,182.85000610351562,176.24017333984375,185.6300048828125,182.47999572753906,33529100
2020-02-10 00:00:00+00:00,183.5800018310547,180.85006713867188,188.83999633789062,183.25,35844300
2020-02-11 00:00:00+00:00,190.64999389648438,176.76730346679688,190.6999969482422,183.5,53159900
2020-02-12 00:00:00+00:00,185.5800018310547,177.0260772705078,185.85000610351562,181.85000610351562,47062900
2020-02-13 00:00:00+00:00,183.0800018310547,176.0676727294922,186.22999572753906,182.8699951171875,35295800
2020-02-14 00:00:00+00:00,183.25,177.63941955566406,185.41000366210938,182.64999389648438,23149500
2020-02-18 00:00:00+00:00,185.61000061035156,179.44122314453125,187.6999969482422,185.5,27792200
2020-02-19 00:00:00+00:00,188.05999755859375,179.97938537597656,188.17999267578125,186.47000122070312,29997500
2020-02-20 00:00:00+00:00,186.9499969482422,177.23089599609375,187.25,181.10000610351562,36862400
2020-02-21 00:00:00+00:00,183.1699981689453,171.62814331054688,183.5,177.25,48572600
2020-02-24 00:00:00+00:00,167.77000427246094,164.2283172607422,174.5500030517578,163.22999572753906,68311100
2020-02-25 00:00:00+00:00,174.1999969482422,161.5182647705078,174.83999633789062,167.64999389648438,68073300
2020-02-26 00:00:00+00:00,169.7100067138672,163.536376953125,173.25999450683594,168.2100067138672,56206100
2020-02-27 00:00:00+00:00,163.32000732421875,152.01377868652344,167.02999877929688,157.97999572753906,93174900
2020-02-28 00:00:00+00:00,152.41000366210938,155.6945037841797,163.7100067138672,152.0,97012700
2020-03-02 00:00:00+00:00,165.30999755859375,166.05426025390625,172.9199981689453,162.30999755859375,71030800
2020-03-03 00:00:00+00:00,173.8000030517578,158.0970001220703,175.0,162.25999450683594,71677000
2020-03-04 00:00:00+00:00,168.49000549316406,163.90159606933594,170.6999969482422,165.6199951171875,49814400
2020-03-05 00:00:00+00:00,166.0500030517578,159.78842163085938,170.8699951171875,165.69000244140625,47817300
2020-03-06 00:00:00+00:00,162.61000061035156,155.27163696289062,163.11000061035156,156.0,72821100
2020-03-09 00:00:00+00:00,151.0,144.74851989746094,157.75,150.0,70419300
2020-03-10 00:00:00+00:00,158.16000366210938,154.64695739746094,161.02999877929688,152.5800018310547,65354400
2020-03-11 00:00:00+00:00,157.1300048828125,147.6411895751953,157.6999969482422,151.14999389648438,56371600
2020-03-12 00:00:00+00:00,145.3000030517578,133.63912963867188,153.47000122070312,138.5800018310547,93226400
2020-03-13 00:00:00+00:00,147.5,152.63845825195312,161.91000366210938,140.72999572753906,92727400
2020-03-16 00:00:00+00:00,140.0,130.14102172851562,149.35000610351562,135.0,87905900
2020-03-17 00:00:00+00:00,140.0,140.8563995361328,147.5,135.0,81059800
2020-03-18 00:00:00+00:00,138.0,134.9268798828125,146.0,135.02000427246094,81593200
2020-03-19 00:00:00+00:00,142.77000427246094,137.14686584472656,150.14999389648438,139.0,85922700
2020-03-20 00:00:00+00:00,146.0,131.99575805664062,147.10000610351562,135.86000061035156,84866200
2020-03-23 00:00:00+00:00,137.00999450683594,130.67919921875,140.57000732421875,132.52000427246094,78975200
2020-03-24 00:00:00+00:00,143.75,142.55734252929688,149.60000610351562,141.27000427246094,82516700
2020-03-25 00:00:00+00:00,148.91000366210938,141.19268798828125,154.3300018310547,144.44000244140625,75638200
2020-03-26 00:00:00+00:00,148.39999389648438,150.0244598388672,156.66000366210938,148.3699951171875,64568100
2020-03-27 00:00:00+00:00,151.75,143.86434936523438,154.88999938964844,149.1999969482422,57042300
2020-03-30 00:00:00+00:00,152.44000244140625,153.98387145996094,160.60000610351562,150.00999450683594,63420300
2020-03-31 00:00:00+00:00,159.39999389648438,151.56211853027344,164.77999877929688,156.55999755859375,77927200
2020-04-01 00:00:00+00:00,153.0,146.18040466308594,157.75,150.82000732421875,57969900
2020-04-02 00:00:00+00:00,151.86000061035156,149.20761108398438,155.47999572753906,150.36000061035156,49630700
2020-04-03 00:00:00+00:00,155.10000610351562,147.83335876464844,157.3800048828125,152.19000244140625,41243300
2020-04-06 00:00:00+00:00,160.32000732421875,158.82740783691406,166.5,157.5800018310547,67111700
2020-04-07 00:00:00+00:00,169.58999633789062,157.1167755126953,170.0,163.25999450683594,62769000
2020-04-08 00:00:00+00:00,165.6699981689453,158.69288635253906,166.6699981689453,163.5,48318200
2020-04-09 00:00:00+00:00,166.36000061035156,158.7024688720703,167.3699951171875,163.3300018310547,51385100
